fips2000,fips2010,fmr2,fmr0,fmr1,fmr3,fmr4,county,State,CouSub,countyname,Metro_code,Areaname,county_town_name,pop2010,state_alpha,fmr_type,metro
0100199999,0100199999,788,628,663,1084,1288,1,1,99999,Autauga County,METRO33860M33860,"Montgomery, AL MSA",Autauga County,54571,AL,40,1
0100399999,0100399999,762,494,643,1123,1318,3,1,99999,Baldwin County,NCNTY01003N01003,"Baldwin County, AL",Baldwin County,182265,AL,40,0
0100599999,0100599999,670,492,495,834,895,5,1,99999,Barbour County,NCNTY01005N01005,"Barbour County, AL",Barbour County,27457,AL,40,0
0100799999,0100799999,773,545,652,1015,1142,7,1,99999,Bibb County,METRO13820M13820,"Birmingham-Hoover, AL HUD Metro FMR Area",Bibb County,22915,AL,40,1
0100999999,0100999999,773,545,652,1015,1142,9,1,99999,Blount County,METRO13820M13820,"Birmingham-Hoover, AL HUD Metro FMR Area",Blount County,57322,AL,40,1
0101199999,0101199999,599,481,505,791,1061,11,1,99999,Bullock County,NCNTY01011N01011,"Bullock County, AL",Bullock County,10914,AL,40,0
0101399999,0101399999,599,453,456,870,894,13,1,99999,Butler County,NCNTY01013N01013,"Butler County, AL",Butler County,20947,AL,40,0
0101599999,0101599999,675,491,513,872,908,15,1,99999,Calhoun County,METRO11500M11500,"Anniston-Oxford, AL MSA",Calhoun County,118572,AL,40,1
0101799999,0101799999,696,511,514,867,1034,17,1,99999,Chambers County,NCNTY01017N01017,"Chambers County, AL",Chambers County,34215,AL,40,0
0101999999,0101999999,599,481,500,883,894,19,1,99999,Cherokee County,NCNTY01019N01019,"Cherokee County, AL",Cherokee County,25989,AL,40,0
0102199999,0102199999,599,423,475,802,1061,21,1,99999,Chilton County,METRO13820N01021,"Chilton County, AL HUD Metro FMR Area",Chilton County,43643,AL,40,1
0102399999,0102399999,708,520,523,882,1056,23,1,99999,Choctaw County,NCNTY01023N01023,"Choctaw County, AL",Choctaw County,13859,AL,40,0
0102599999,0102599999,599,461,464,836,891,25,1,99999,Clarke County,NCNTY01025N01025,"Clarke County, AL",Clarke County,25833,AL,40,0
0102799999,0102799999,599,445,448,803,806,27,1,99999,Clay County,NCNTY01027N01027,"Clay County, AL",Clay County,13932,AL,40,0
0102999999,0102999999,695,510,514,866,929,29,1,99999,Cleburne County,NCNTY01029N01029,"Cleburne County, AL",Cleburne County,14972,AL,40,0
0103199999,0103199999,616,477,480,835,863,31,1,99999,Coffee County,NCNTY01031N01031,"Coffee County, AL",Coffee County,49948,AL,40,0
0103399999,0103399999,609,474,477,813,816,33,1,99999,Colbert County,METRO22520M22520,"Florence-Muscle Shoals, AL MSA",Colbert County,54428,AL,40,1
0103599999,0103599999,599,459,462,883,886,35,1,99999,Conecuh County,NCNTY01035N01035,"Conecuh County, AL",Conecuh County,13228,AL,40,0
0103799999,0103799999,599,481,505,746,801,37,1,99999,Coosa County,NCNTY01037N01037,"Coosa County, AL",Coosa County,11539,AL,40,0
0103999999,0103999999,599,460,463,866,961,39,1,99999,Covington County,NCNTY01039N01039,"Covington County, AL",Covington County,37765,AL,40,0
0104199999,0104199999,599,440,443,845,894,41,1,99999,Crenshaw County,NCNTY01041N01041,"Crenshaw County, AL",Crenshaw County,13906,AL,40,0
0104399999,0104399999,611,490,500,770,817,43,1,99999,Cullman County,NCNTY01043N01043,"Cullman County, AL",Cullman County,80406,AL,40,0
0104599999,0104599999,600,400,470,874,1050,45,1,99999,Dale County,NCNTY01045N01045,"Dale County, AL",Dale County,50251,AL,40,0
0104799999,0104799999,599,382,443,766,977,47,1,99999,Dallas County,NCNTY01047N01047,"Dallas County, AL",Dallas County,43820,AL,40,0
0104999999,0104999999,703,418,543,879,1121,49,1,99999,DeKalb County,NCNTY01049N01049,"DeKalb County, AL",DeKalb County,71109,AL,40,0
0105199999,0105199999,788,628,663,1084,1288,51,1,99999,Elmore County,METRO33860M33860,"Montgomery, AL MSA",Elmore County,79303,AL,40,1
0105399999,0105399999,599,484,505,746,870,53,1,99999,Escambia County,NCNTY01053N01053,"Escambia County, AL",Escambia County,38319,AL,40,0
0105599999,0105599999,622,370,478,775,874,55,1,99999,Etowah County,METRO23460M23460,"Gadsden, AL MSA",Etowah County,104430,AL,40,1
0105799999,0105799999,599,481,505,786,1061,57,1,99999,Fayette County,NCNTY01057N01057,"Fayette County, AL",Fayette County,17241,AL,40,0
0105999999,0105999999,599,440,443,746,894,59,1,99999,Franklin County,NCNTY01059N01059,"Franklin County, AL",Franklin County,31704,AL,40,0
0106199999,0106199999,635,461,493,847,1047,61,1,99999,Geneva County,METRO20020M20020,"Dothan, AL HUD Metro FMR Area",Geneva County,26790,AL,40,1
0106399999,0106399999,757,450,572,950,1079,63,1,99999,Greene County,METRO46220M46220,"Tuscaloosa, AL MSA",Greene County,9045,AL,40,1
0106599999,0106599999,757,450,572,950,1079,65,1,99999,Hale County,METRO46220M46220,"Tuscaloosa, AL MSA",Hale County,15760,AL,40,1
0106799999,0106799999,599,435,465,883,987,67,1,99999,Henry County,METRO20020N01067,"Henry County, AL HUD Metro FMR Area",Henry County,17302,AL,40,1
0106999999,0106999999,635,461,493,847,1047,69,1,99999,Houston County,METRO20020M20020,"Dothan, AL HUD Metro FMR Area",Houston County,101547,AL,40,1
0107199999,0107199999,599,481,505,746,820,71,1,99999,Jackson County,NCNTY01071N01071,"Jackson County, AL",Jackson County,53227,AL,40,0
0107399999,0107399999,773,545,652,1015,1142,73,1,99999,Jefferson County,METRO13820M13820,"Birmingham-Hoover, AL HUD Metro FMR Area",Jefferson County,658466,AL,40,1
0107599999,0107599999,599,481,505,746,894,75,1,99999,Lamar County,NCNTY01075N01075,"Lamar County, AL",Lamar County,14564,AL,40,0
0107799999,0107799999,609,474,477,813,816,77,1,99999,Lauderdale County,METRO22520M22520,"Florence-Muscle Shoals, AL MSA",Lauderdale County,92709,AL,40,1
0107999999,0107999999,655,457,552,908,936,79,1,99999,Lawrence County,METRO19460M19460,"Decatur, AL MSA",Lawrence County,34339,AL,40,1
0108199999,0108199999,813,597,601,1119,1374,81,1,99999,Lee County,METRO12220M12220,"Auburn-Opelika, AL MSA",Lee County,140247,AL,40,1
0108399999,0108399999,711,515,576,978,1033,83,1,99999,Limestone County,METRO26620M26620,"Huntsville, AL MSA",Limestone County,82782,AL,40,1
0108599999,0108599999,788,628,663,1084,1288,85,1,99999,Lowndes County,METRO33860M33860,"Montgomery, AL MSA",Lowndes County,11299,AL,40,1
0108799999,0108799999,599,440,443,746,848,87,1,99999,Macon County,NCNTY01087N01087,"Macon County, AL",Macon County,21452,AL,40,0
0108999999,0108999999,711,515,576,978,1033,89,1,99999,Madison County,METRO26620M26620,"Huntsville, AL MSA",Madison County,334811,AL,40,1
0109199999,0109199999,599,475,478,796,801,91,1,99999,Marengo County,NCNTY01091N01091,"Marengo County, AL",Marengo County,21027,AL,40,0
0109399999,0109399999,599,481,491,869,872,93,1,99999,Marion County,NCNTY01093N01093,"Marion County, AL",Marion County,30776,AL,40,0
0109599999,0109599999,599,447,450,825,828,95,1,99999,Marshall County,NCNTY01095N01095,"Marshall County, AL",Marshall County,93019,AL,40,0
0109799999,0109799999,773,624,652,1036,1191,97,1,99999,Mobile County,METRO33660M33660,"Mobile, AL MSA",Mobile County,412992,AL,40,1
0109999999,0109999999,599,481,505,883,1061,99,1,99999,Monroe County,NCNTY01099N01099,"Monroe County, AL",Monroe County,23068,AL,40,0
0110199999,0110199999,788,628,663,1084,1288,101,1,99999,Montgomery County,METRO33860M33860,"Montgomery, AL MSA",Montgomery County,229363,AL,40,1
0110399999,0110399999,655,457,552,908,936,103,1,99999,Morgan County,METRO19460M19460,"Decatur, AL MSA",Morgan County,119490,AL,40,1
0110599999,0110599999,599,459,462,874,894,105,1,99999,Perry County,NCNTY01105N01105,"Perry County, AL",Perry County,10591,AL,40,0
0110799999,0110799999,599,440,443,746,801,107,1,99999,Pickens County,NCNTY01107N01107,"Pickens County, AL",Pickens County,19746,AL,40,0
0110999999,0110999999,605,489,510,888,891,109,1,99999,Pike County,NCNTY01109N01109,"Pike County, AL",Pike County,32899,AL,40,0
0111199999,0111199999,619,486,489,771,827,111,1,99999,Randolph County,NCNTY01111N01111,"Randolph County, AL",Randolph County,22913,AL,40,0
0111399999,0111399999,745,536,628,1026,1319,113,1,99999,Russell County,METRO17980M17980,"Columbus, GA-AL MSA",Russell County,52947,AL,40,1
0111599999,0111599999,773,545,652,1015,1142,115,1,99999,St. Clair County,METRO13820M13820,"Birmingham-Hoover, AL HUD Metro FMR Area",St. Clair County,83593,AL,40,1
0111799999,0111799999,773,545,652,1015,1142,117,1,99999,Shelby County,METRO13820M13820,"Birmingham-Hoover, AL HUD Metro FMR Area",Shelby County,195085,AL,40,1
0111999999,0111999999,607,487,512,756,852,119,1,99999,Sumter County,NCNTY01119N01119,"Sumter County, AL",Sumter County,13763,AL,40,0
0112199999,0112199999,603,443,446,823,826,121,1,99999,Talladega County,NCNTY01121N01121,"Talladega County, AL",Talladega County,82291,AL,40,0
0112399999,0112399999,599,472,475,816,819,123,1,99999,Tallapoosa County,NCNTY01123N01123,"Tallapoosa County, AL",Tallapoosa County,41616,AL,40,0
0112599999,0112599999,757,450,572,950,1079,125,1,99999,Tuscaloosa County,METRO46220M46220,"Tuscaloosa, AL MSA",Tuscaloosa County,194656,AL,40,1
0112799999,0112799999,608,491,502,840,1021,127,1,99999,Walker County,METRO13820N01127,"Walker County, AL HUD Metro FMR Area",Walker County,67023,AL,40,1
0112999999,0112999999,599,481,505,883,899,129,1,99999,Washington County,NCNTY01129N01129,"Washington County, AL",Washington County,17581,AL,40,0
0113199999,0113199999,599,440,443,746,801,131,1,99999,Wilcox County,NCNTY01131N01131,"Wilcox County, AL",Wilcox County,11670,AL,40,0
0113399999,0113399999,599,481,505,820,1061,133,1,99999,Winston County,NCNTY01133N01133,"Winston County, AL",Winston County,24484,AL,40,0
0201399999,0201399999,834,599,703,1039,1204,13,2,99999,Aleutians East Borough,NCNTY02013N02013,"Aleutians East Borough, AK",Aleutians East Borough,3141,AK,40,0
0201699999,0201699999,1472,876,1088,1833,2126,16,2,99999,Aleutians West Census Area,NCNTY02016N02016,"Aleutians West Census Area, AK",Aleutians West Census Area,5561,AK,40,0
0202099999,0202099999,1199,809,936,1767,2124,20,2,99999,Anchorage Municipality,METRO11260M11260,"Anchorage, AK HUD Metro FMR Area",Anchorage Municipality,291826,AK,40,1
0205099999,0205099999,1289,832,953,1605,1723,50,2,99999,Bethel Census Area,NCNTY02050N02050,"Bethel Census Area, AK",Bethel Census Area,17013,AK,40,0
0206099999,0206099999,1083,778,800,1457,1462,60,2,99999,Bristol Bay Borough,NCNTY02060N02060,"Bristol Bay Borough, AK",Bristol Bay Borough,997,AK,40,0
0206899999,0206899999,1346,967,1135,1983,1990,68,2,99999,Denali Borough,NCNTY02068N02068,"Denali Borough, AK",Denali Borough,1826,AK,40,0
0207099999,0207099999,1056,758,891,1315,1525,70,2,99999,Dillingham Census Area,NCNTY02070N02070,"Dillingham Census Area, AK",Dillingham Census Area,4847,AK,40,0
0209099999,0209099999,1377,819,1018,2029,2365,90,2,99999,Fairbanks North Star Borough,METRO21820M21820,"Fairbanks, AK MSA",Fairbanks North Star Borough,97581,AK,40,1
0210099999,0210099999,915,657,741,1348,1353,100,2,99999,Haines Borough,NCNTY02100N02100,"Haines Borough, AK",Haines Borough,2508,AK,40,0
0210599999,0210599999,763,548,564,950,1178,105,2,99999,Hoonah-Angoon Census Area,NCNTY02105N02105,"Hoonah-Angoon Census Area, AK",Hoonah-Angoon Census Area,2150,AK,40,0
0211099999,0211099999,1262,769,933,1652,1963,110,2,99999,Juneau City and Borough,NCNTY02110N02110,"Juneau City and Borough, AK",Juneau City and Borough,31275,AK,40,0
0212299999,0212299999,882,664,704,1105,1445,122,2,99999,Kenai Peninsula Borough,NCNTY02122N02122,"Kenai Peninsula Borough, AK",Kenai Peninsula Borough,55400,AK,40,0
0213099999,0213099999,1097,653,843,1616,1754,130,2,99999,Ketchikan Gateway Borough,NCNTY02130N02130,"Ketchikan Gateway Borough, AK",Ketchikan Gateway Borough,13477,AK,40,0
0215099999,0215099999,994,675,795,1465,1761,150,2,99999,Kodiak Island Borough,NCNTY02150N02150,"Kodiak Island Borough, AK",Kodiak Island Borough,13592,AK,40,0
0216499999,0216499999,739,531,623,993,1309,164,2,99999,Lake and Peninsula Borough,NCNTY02164N02164,"Lake and Peninsula Borough, AK",Lake and Peninsula Borough,1631,AK,40,0
0217099999,0217099999,1007,658,761,1484,1784,170,2,99999,Matanuska-Susitna Borough,METRO11260N02170,"Matanuska-Susitna Borough, AK HUD Metro FMR Area",Matanuska-Susitna Borough,88995,AK,40,1
0218099999,0218099999,1357,807,1003,1690,1813,180,2,99999,Nome Census Area,NCNTY02180N02180,"Nome Census Area, AK",Nome Census Area,9492,AK,40,0
0218599999,0218599999,1097,734,925,1366,1759,185,2,99999,North Slope Borough,NCNTY02185N02185,"North Slope Borough, AK",North Slope Borough,9430,AK,40,0
0218899999,0218899999,1261,1019,1064,1571,1685,188,2,99999,Northwest Arctic Borough,NCNTY02188N02188,"Northwest Arctic Borough, AK",Northwest Arctic Borough,7523,AK,40,0
0219599999,0219599999,967,694,715,1204,1713,195,2,99999,Petersburg Census Area,NCNTY02195N02195,"Petersburg Census Area, AK",Petersburg Census Area,3815,AK,40,0
0219899999,0219899999,904,664,668,1126,1208,198,2,99999,Prince of Wales-Hyder Census Area,NCNTY02198N02198,"Prince of Wales-Hyder Census Area, AK",Prince of Wales-Hyder Census Area,5559,AK,40,0
0222099999,0222099999,1158,807,856,1613,1672,220,2,99999,Sitka City and Borough,NCNTY02220N02220,"Sitka City and Borough, AK",Sitka City and Borough,8881,AK,40,0
0223099999,0223099999,1194,857,1007,1487,1724,230,2,99999,Skagway Municipality,NCNTY02230N02230,"Skagway Municipality, AK",Skagway Municipality,968,AK,40,0
0224099999,0224099999,976,623,736,1216,1678,240,2,99999,Southeast Fairbanks Census Area,NCNTY02240N02240,"Southeast Fairbanks Census Area, AK",Southeast Fairbanks Census Area,7029,AK,40,0
0226199999,0226199999,1019,771,815,1435,1550,261,2,99999,Valdez-Cordova Census Area,NCNTY02261N02261,"Valdez-Cordova Census Area, AK",Valdez-Cordova Census Area,9636,AK,40,0
0227099999,0227099999,869,624,733,1082,1255,270,2,99999,Wade Hampton Census Area,NCNTY02270N02270,"Wade Hampton Census Area, AK",Wade Hampton Census Area,7459,AK,40,0
0227599999,0227599999,830,596,648,1223,1227,275,2,99999,Wrangell City and Borough,NCNTY02275N02275,"Wrangell City and Borough, AK",Wrangell City and Borough,2369,AK,40,0
0228299999,0228299999,870,625,679,1282,1541,282,2,99999,Yakutat City and Borough,NCNTY02282N02282,"Yakutat City and Borough, AK",Yakutat City and Borough,662,AK,40,0
0229099999,0229099999,734,593,609,914,1139,290,2,99999,Yukon-Koyukuk Census Area,NCNTY02290N02290,"Yukon-Koyukuk Census Area, AK",Yukon-Koyukuk Census Area,5588,AK,40,0
0400199999,0400199999,643,389,475,805,967,1,4,99999,Apache County,NCNTY04001N04001,"Apache County, AZ",Apache County,71518,AZ,40,0
0400399999,0400399999,751,581,600,1085,1330,3,4,99999,Cochise County,NCNTY04003N04003,"Cochise County, AZ",Cochise County,131346,AZ,40,0
0400599999,0400599999,1033,710,825,1311,1671,5,4,99999,Coconino County,METRO22380M22380,"Flagstaff, AZ MSA",Coconino County,134421,AZ,40,1
0400799999,0400799999,838,597,622,1210,1420,7,4,99999,Gila County,NCNTY04007N04007,"Gila County, AZ",Gila County,53597,AZ,40,0
0400999999,0400999999,763,454,641,1124,1128,9,4,99999,Graham County,NCNTY04009N04009,"Graham County, AZ",Graham County,37220,AZ,40,0
0401199999,0401199999,643,458,475,801,859,11,4,99999,Greenlee County,NCNTY04011N04011,"Greenlee County, AZ",Greenlee County,8437,AZ,40,0
0401299999,0401299999,752,536,556,937,1167,12,4,99999,La Paz County,NCNTY04012N04012,"La Paz County, AZ",La Paz County,20489,AZ,40,0
0401399999,0401399999,908,582,735,1338,1563,13,4,99999,Maricopa County,METRO38060M38060,"Phoenix-Mesa-Glendale, AZ MSA",Maricopa County,3817117,AZ,40,1
0401599999,0401599999,752,477,589,1019,1180,15,4,99999,Mohave County,METRO29420M29420,"Lake Havasu City-Kingman, AZ MSA",Mohave County,200186,AZ,40,1
0401799999,0401799999,727,534,537,1025,1036,17,4,99999,Navajo County,NCNTY04017N04017,"Navajo County, AZ",Navajo County,107449,AZ,40,0
0401999999,0401999999,822,489,611,1207,1436,19,4,99999,Pima County,METRO46060M46060,"Tucson, AZ MSA",Pima County,980263,AZ,40,1
0402199999,0402199999,908,582,735,1338,1563,21,4,99999,Pinal County,METRO38060M38060,"Phoenix-Mesa-Glendale, AZ MSA",Pinal County,375770,AZ,40,1
0402399999,0402399999,763,544,615,962,1351,23,4,99999,Santa Cruz County,NCNTY04023N04023,"Santa Cruz County, AZ",Santa Cruz County,47420,AZ,40,0
0402599999,0402599999,796,555,630,1173,1240,25,4,99999,Yavapai County,METRO39140M39140,"Prescott, AZ MSA",Yavapai County,211033,AZ,40,1
0402799999,0402799999,854,605,647,1258,1441,27,4,99999,Yuma County,METRO49740M49740,"Yuma, AZ MSA",Yuma County,195751,AZ,40,1
0500199999,0500199999,592,435,438,737,840,1,5,99999,Arkansas County,NCNTY05001N05001,"Arkansas County, AR",Arkansas County,19019,AR,40,0
0500399999,0500399999,584,429,432,791,794,3,5,99999,Ashley County,NCNTY05003N05003,"Ashley County, AR",Ashley County,21853,AR,40,0
0500599999,0500599999,608,449,456,891,1077,5,5,99999,Baxter County,NCNTY05005N05005,"Baxter County, AR",Baxter County,41513,AR,40,0
0500799999,0500799999,719,490,559,1059,1249,7,5,99999,Benton County,METRO22220M22220,"Fayetteville-Springdale-Rogers, AR HUD Metro FMR Area",Benton County,221339,AR,40,1
0500999999,0500999999,597,438,441,834,1002,9,5,99999,Boone County,NCNTY05009N05009,"Boone County, AR",Boone County,36903,AR,40,0
0501199999,0501199999,584,411,432,848,851,11,5,99999,Bradley County,NCNTY05011N05011,"Bradley County, AR",Bradley County,11508,AR,40,0
0501399999,0501399999,624,458,461,777,944,13,5,99999,Calhoun County,NCNTY05013N05013,"Calhoun County, AR",Calhoun County,5368,AR,40,0
0501599999,0501599999,607,455,458,791,811,15,5,99999,Carroll County,NCNTY05015N05015,"Carroll County, AR",Carroll County,27446,AR,40,0
0501799999,0501799999,584,431,434,861,1034,17,5,99999,Chicot County,NCNTY05017N05017,"Chicot County, AR",Chicot County,11800,AR,40,0
0501999999,0501999999,584,440,443,774,780,19,5,99999,Clark County,NCNTY05019N05019,"Clark County, AR",Clark County,22995,AR,40,0
0502199999,0502199999,584,429,432,758,800,21,5,99999,Clay County,NCNTY05021N05021,"Clay County, AR",Clay County,16083,AR,40,0
0502399999,0502399999,609,472,475,800,934,23,5,99999,Cleburne County,NCNTY05023N05023,"Cleburne County, AR",Cleburne County,25970,AR,40,0
0502599999,0502599999,641,409,482,803,982,25,5,99999,Cleveland County,METRO38220M38220,"Pine Bluff, AR MSA",Cleveland County,8689,AR,40,1
0502799999,0502799999,584,429,432,822,825,27,5,99999,Columbia County,NCNTY05027N05027,"Columbia County, AR",Columbia County,24552,AR,40,0
0502999999,0502999999,632,464,467,787,1025,29,5,99999,Conway County,NCNTY05029N05029,"Conway County, AR",Conway County,21273,AR,40,0
0503199999,0503199999,626,381,506,879,883,31,5,99999,Craighead County,METRO27860MM3700,"Jonesboro, AR HUD Metro FMR Area",Craighead County,96443,AR,40,1
0503399999,0503399999,638,484,487,850,958,33,5,99999,Crawford County,METRO22900M22900,"Fort Smith, AR-OK HUD Metro FMR Area",Crawford County,61948,AR,40,1
0503599999,0503599999,832,614,702,1137,1267,35,5,99999,Crittenden County,METRO32820M32820,"Memphis, TN-MS-AR HUD Metro FMR Area",Crittenden County,50902,AR,40,1
0503799999,0503799999,636,489,493,875,1061,37,5,99999,Cross County,NCNTY05037N05037,"Cross County, AR",Cross County,17870,AR,40,0
0503999999,0503999999,584,455,493,861,1021,39,5,99999,Dallas County,NCNTY05039N05039,"Dallas County, AR",Dallas County,8116,AR,40,0
0504199999,0504199999,584,429,432,802,1005,41,5,99999,Desha County,NCNTY05041N05041,"Desha County, AR",Desha County,13008,AR,40,0
0504399999,0504399999,584,429,432,840,1034,43,5,99999,Drew County,NCNTY05043N05043,"Drew County, AR",Drew County,18509,AR,40,0
0504599999,0504599999,744,536,619,1040,1155,45,5,99999,Faulkner County,METRO30780M30780,"Little Rock-North Little Rock-Conway, AR HUD Metro FMR Area",Faulkner County,113237,AR,40,1
0504799999,0504799999,623,457,460,803,936,47,5,99999,Franklin County,METRO22900N05047,"Franklin County, AR HUD Metro FMR Area",Franklin County,18125,AR,40,1
0504999999,0504999999,584,429,432,727,884,49,5,99999,Fulton County,NCNTY05049N05049,"Fulton County, AR",Fulton County,12245,AR,40,0
0505199999,0505199999,795,473,588,1058,1298,51,5,99999,Garland County,METRO26300M26300,"Hot Springs, AR MSA",Garland County,96024,AR,40,1
0505399999,0505399999,584,421,493,861,1034,53,5,99999,Grant County,METRO30780N05053,"Grant County, AR HUD Metro FMR Area",Grant County,17853,AR,40,1
0505599999,0505599999,627,393,466,870,1111,55,5,99999,Greene County,NCNTY05055N05055,"Greene County, AR",Greene County,42090,AR,40,0
0505799999,0505799999,584,455,477,727,949,57,5,99999,Hempstead County,NCNTY05057N05057,"Hempstead County, AR",Hempstead County,22609,AR,40,0
0505999999,0505999999,605,472,510,806,935,59,5,99999,Hot Spring County,NCNTY05059N05059,"Hot Spring County, AR",Hot Spring County,32923,AR,40,0
0506199999,0506199999,584,390,432,767,945,61,5,99999,Howard County,NCNTY05061N05061,"Howard County, AR",Howard County,13789,AR,40,0
0506399999,0506399999,590,433,436,747,947,63,5,99999,Independence County,NCNTY05063N05063,"Independence County, AR",Independence County,36647,AR,40,0
0506599999,0506599999,584,429,432,727,802,65,5,99999,Izard County,NCNTY05065N05065,"Izard County, AR",Izard County,13696,AR,40,0
0506799999,0506799999,584,429,432,861,1034,67,5,99999,Jackson County,NCNTY05067N05067,"Jackson County, AR",Jackson County,17997,AR,40,0
0506999999,0506999999,641,409,482,803,982,69,5,99999,Jefferson County,METRO38220M38220,"Pine Bluff, AR MSA",Jefferson County,77435,AR,40,1
0507199999,0507199999,601,445,448,749,921,71,5,99999,Johnson County,NCNTY05071N05071,"Johnson County, AR",Johnson County,25540,AR,40,0
0507399999,0507399999,584,429,432,861,884,73,5,99999,Lafayette County,NCNTY05073N05073,"Lafayette County, AR",Lafayette County,7645,AR,40,0
0507599999,0507599999,584,429,432,777,929,75,5,99999,Lawrence County,NCNTY05075N05075,"Lawrence County, AR",Lawrence County,17415,AR,40,0
0507799999,0507799999,605,472,510,775,809,77,5,99999,Lee County,NCNTY05077N05077,"Lee County, AR",Lee County,10424,AR,40,0
0507999999,0507999999,641,409,482,803,982,79,5,99999,Lincoln County,METRO38220M38220,"Pine Bluff, AR MSA",Lincoln County,14134,AR,40,1
0508199999,0508199999,584,418,432,727,1034,81,5,99999,Little River County,NCNTY05081N05081,"Little River County, AR",Little River County,13171,AR,40,0
0508399999,0508399999,584,347,432,727,814,83,5,99999,Logan County,NCNTY05083N05083,"Logan County, AR",Logan County,22353,AR,40,0
0508599999,0508599999,744,536,619,1040,1155,85,5,99999,Lonoke County,METRO30780M30780,"Little Rock-North Little Rock-Conway, AR HUD Metro FMR Area",Lonoke County,68356,AR,40,1
0508799999,0508799999,719,490,559,1059,1249,87,5,99999,Madison County,METRO22220M22220,"Fayetteville-Springdale-Rogers, AR HUD Metro FMR Area",Madison County,15717,AR,40,1
0508999999,0508999999,584,429,432,727,855,89,5,99999,Marion County,NCNTY05089N05089,"Marion County, AR",Marion County,16653,AR,40,0
0509199999,0509199999,764,479,622,952,1021,91,5,99999,Miller County,METRO45500M45500,"Texarkana, TX-Texarkana, AR MSA",Miller County,43462,AR,40,1
0509399999,0509399999,605,378,447,804,892,93,5,99999,Mississippi County,NCNTY05093N05093,"Mississippi County, AR",Mississippi County,46480,AR,40,0
0509599999,0509599999,584,429,432,794,1004,95,5,99999,Monroe County,NCNTY05095N05095,"Monroe County, AR",Monroe County,8149,AR,40,0
0509799999,0509799999,584,429,432,727,884,97,5,99999,Montgomery County,NCNTY05097N05097,"Montgomery County, AR",Montgomery County,9487,AR,40,0
0509999999,0509999999,584,429,432,754,1014,99,5,99999,Nevada County,NCNTY05099N05099,"Nevada County, AR",Nevada County,8997,AR,40,0
0510199999,0510199999,584,429,432,727,884,101,5,99999,Newton County,NCNTY05101N05101,"Newton County, AR",Newton County,8330,AR,40,0
0510399999,0510399999,584,450,452,752,780,103,5,99999,Ouachita County,NCNTY05103N05103,"Ouachita County, AR",Ouachita County,26120,AR,40,0
0510599999,0510599999,744,536,619,1040,1155,105,5,99999,Perry County,METRO30780M30780,"Little Rock-North Little Rock-Conway, AR HUD Metro FMR Area",Perry County,10445,AR,40,1
0510799999,0510799999,584,429,432,861,953,107,5,99999,Phillips County,NCNTY05107N05107,"Phillips County, AR",Phillips County,21757,AR,40,0
0510999999,0510999999,584,443,446,727,884,109,5,99999,Pike County,NCNTY05109N05109,"Pike County, AR",Pike County,11291,AR,40,0
0511199999,0511199999,584,366,446,856,1008,111,5,99999,Poinsett County,METRO27860N05111,"Poinsett County, AR HUD Metro FMR Area",Poinsett County,24583,AR,40,1
0511399999,0511399999,584,448,451,782,785,113,5,99999,Polk County,NCNTY05113N05113,"Polk County, AR",Polk County,20662,AR,40,0
0511599999,0511599999,614,456,459,838,1087,115,5,99999,Pope County,NCNTY05115N05115,"Pope County, AR",Pope County,61754,AR,40,0
0511799999,0511799999,584,455,493,861,1034,117,5,99999,Prairie County,NCNTY05117N05117,"Prairie County, AR",Prairie County,8715,AR,40,0
0511999999,0511999999,744,536,619,1040,1155,119,5,99999,Pulaski County,METRO30780M30780,"Little Rock-North Little Rock-Conway, AR HUD Metro FMR Area",Pulaski County,382748,AR,40,1
0512199999,0512199999,584,429,432,745,884,121,5,99999,Randolph County,NCNTY05121N05121,"Randolph County, AR",Randolph County,17969,AR,40,0
0512399999,0512399999,584,472,493,813,935,123,5,99999,St. Francis County,NCNTY05123N05123,"St. Francis County, AR",St. Francis County,28258,AR,40,0
0512599999,0512599999,744,536,619,1040,1155,125,5,99999,Saline County,METRO30780M30780,"Little Rock-North Little Rock-Conway, AR HUD Metro FMR Area",Saline County,107118,AR,40,1
0512799999,0512799999,584,429,432,727,884,127,5,99999,Scott County,NCNTY05127N05127,"Scott County, AR",Scott County,11233,AR,40,0
0512999999,0512999999,584,429,432,727,780,129,5,99999,Searcy County,NCNTY05129N05129,"Searcy County, AR",Searcy County,8195,AR,40,0
0513199999,0513199999,638,484,487,850,958,131,5,99999,Sebastian County,METRO22900M22900,"Fort Smith, AR-OK HUD Metro FMR Area",Sebastian County,125744,AR,40,1
0513399999,0513399999,584,455,463,750,819,133,5,99999,Sevier County,NCNTY05133N05133,"Sevier County, AR",Sevier County,17058,AR,40,0
0513599999,0513599999,584,429,432,768,876,135,5,99999,Sharp County,NCNTY05135N05135,"Sharp County, AR",Sharp County,17264,AR,40,0
0513799999,0513799999,584,429,432,750,884,137,5,99999,Stone County,NCNTY05137N05137,"Stone County, AR",Stone County,12394,AR,40,0
0513999999,0513999999,661,485,489,823,944,139,5,99999,Union County,NCNTY05139N05139,"Union County, AR",Union County,41639,AR,40,0
0514199999,0514199999,584,455,493,741,884,141,5,99999,Van Buren County,NCNTY05141N05141,"Van Buren County, AR",Van Buren County,17295,AR,40,0
